# XES calibration: ,configuration file,xes_calib_Kb_absev.param,,,
emiss_calib,emiss,spectrum_ph,spectrum_norm,FF_sum,FF_sum_calib
7089.94411532062,7090,136.48280747897,0.000265379802613687,122.0056677,136.652181881238
7089.44432560188,7089.5,128.102766968412,0.000183267796314217,115.0053264,128.211307915321
7088.94449736447,7089,120.900312366433,0.000111795549101784,109.005042,120.963085473197
7088.44463060839,7088.5,114.830875900391,5.05603622696032e-05,104.0048181,114.890497672176
7087.94472533366,7088,109.898350594447,-4.02588186256307e-07,100.0046323,109.977044741071
7087.44478154025,7087.5,111.638072281567,8.9220440107203e-06,102.0047257,111.681385723867
7086.94479922819,7087,88.2680365052402,-0.000208636746878189,81.0037558,88.3022828194949
7086.44477839746,7086.5,102.002114771491,-9.09363157680313e-05,94.0043615,102.034996632223
7085.94471904806,7086,114.508151138049,1.56674682789031e-05,106.0049855,114.575118961946
7085.44462118,7085.5,118.366449396909,4.41328418885299e-05,110.005095,118.404606538191
7084.94448479328,7085,111.452640016903,-2.47352502938224e-05,104.0048221,111.488568391481
7084.44430988789,7084.5,93.9208341078472,-0.000189544314523418,88.0040773,93.9572735997321
7083.94409646384,7084,109.495772417794,-5.52129834981294e-05,103.0047807,109.538254688616
7083.44384452113,7083.5,97.4288823720488,-0.000170643976910641,92.0042695,97.4602899850046
7082.94355405975,7083,113.959677051793,-2.76768495669877e-05,108.005003,113.973980727081
7082.4432250797,7082.5,94.574143605681,-0.000209237514151843,90.0041756,94.6232478031598
7081.942857581,7082,126.666936380203,7.43413651130696e-05,121.0056144,126.749326460037
7081.44245156362,7081.5,132.435563243197,0.000120063853998973,127.005889,132.556465298449
7080.94200702759,7081,136.188602202105,0.000147573707323943,131.006065,136.250376990552
7080.44152397289,7080.5,141.879992729524,0.000192597330467151,137.006355,142.000207063084
7079.94100239952,7080,118.6952625712,-2.32940018794302e-05,115.005319,118.795832578375
7079.44044230749,7079.5,153.261594142522,0.000282632439825431,149.006906,153.411565015187
7078.9398436968,7079,154.860371606412,0.000290675173732016,151.00707,154.971261394326
7078.43920656744,7078.5,170.710170240055,0.000427484626198793,167.007911,170.854812264293
7077.93853091942,7078,147.787659611953,0.000213960646432495,145.0067265,147.89348489224
7077.43781675273,7077.5,169.715386935164,0.000405687137848094,167.007982,169.825777733886
7076.93706406738,7077,162.16238323283,0.000331035627552326,160.007413,162.235939659405
7076.43627286337,7076.5,179.909717873414,0.000484988576689435,178.008251,179.97951941177
7075.93544314069,7076,183.401869838846,0.000510136219968501,182.008424,183.521162964027
7075.43457489935,7075.5,202.038036240787,0.000672119354653193,201.009312,202.142937170909
7074.93366813934,7075,203.578221421855,0.000679628727716086,203.0095,203.630489738789
7074.43272286067,7074.5,172.971418244536,0.000396668736268948,173.008162,173.106626449197
7073.93173906334,7074,181.605107856802,0.000468271533222878,182.008588,181.675567174129
7073.43071674734,7073.5,215.971839665129,0.000772388549324944,217.010213,216.112317816892
7072.92965591267,7073,226.355190561685,0.000859799684403584,228.010724,226.56183300036
7072.42855655935,7072.5,218.074219604897,0.000778566083925079,220.010304,218.144518991672
7071.92741868735,7072,243.31422806427,0.00100021576214177,246.011515,243.424594752243
7071.4262422967,7071.5,237.869181577745,0.000944605591596896,241.01117,238.00829465663
7070.92502738738,7071,249.24472565078,0.00104097986418958,253.01174,249.390491491279
7070.42377395939,7070.5,242.851234523646,0.000976798896302951,247.011705,243.041066345302
7069.92248201274,7070,285.701175351123,0.00135756375430939,291.013808,285.849515334965
7069.67182159492,7069.75,272.750782039373,0.00123734231125945,278.013007,272.856604139476
7069.42115154743,7069.5,306.846595354539,0.00154221370893891,313.014999,306.965645979755
7069.17047187028,7069.25,339.826562531308,0.00183700259048894,347.016412,340.047601568148
7068.91978256346,7069,314.149374368568,0.00160178593917791,321.015136,314.33309840717
7068.66908362697,7068.75,339.348254723078,0.00182626741261455,347.016543,339.54671582769
7068.41837506081,7068.5,339.109684496738,0.00182090491282183,347.016503,339.308006078279
7068.16765686499,7068.25,363.389558936572,0.00203708232593236,372.01798,363.50670283006
7067.91692903951,7068,384.500694134744,0.00222462800340315,394.018489,384.750791309205
7067.66619158436,7067.75,335.317489349501,0.00177701864359036,344.016352,335.711614147995
7067.41544449954,7067.5,393.897759969824,0.00230312199411692,404.019102,394.024738624285
7067.16468778506,7067.25,432.501114921785,0.00264872084290132,444.021249,432.782433807403
7066.91392144091,7067,430.224671042107,0.00262494409501156,442.021092,430.589198634162
7066.66314546709,7066.75,405.909610642015,0.00240203404215156,417.019549,406.013827154112
7066.41235986361,7066.5,453.986727904176,0.00283323410310081,467.022371,454.460755944309
7066.16156463046,7066.25,515.245818608299,0.00338354171314697,530.025639,515.513341331344
7065.91075976764,7066,497.57638233407,0.00322067881125738,512.024583,497.769432478038
7065.65994527517,7065.75,566.246960156756,0.00383795376388491,583.028064,566.540963374688
7065.40912115302,7065.5,560.966744296633,0.00378703525058825,578.027571,561.442049108945
7065.15828740121,7065.25,621.052726271587,0.00432674257036486,640.031557,621.415936656089
7064.90744401973,7065,667.419818587887,0.00474249070874269,688.032274,667.766352146888
